epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,1702.67,1.41789,1.20919,1.53904,0.84216,0.72791,0.80405,0.49743,1.26468,1.04545,1.35391,0.00772,0.00772,0.00772
78,1725.3,1.36765,1.1687,1.51011,0.86556,0.73448,0.81047,0.47955,1.46171,0.97819,1.51518,0.00769,0.00769,0.00769
79,1748.07,1.40516,1.19661,1.53146,0.86127,0.77399,0.83486,0.51507,1.2218,0.95833,1.29846,0.00766,0.00766,0.00766
80,1771.06,1.3894,1.1857,1.51629,0.8739,0.70324,0.79328,0.50002,1.24932,1.00546,1.31203,0.00763,0.00763,0.00763
81,1793.53,1.37786,1.17887,1.4925,0.8843,0.72321,0.82246,0.52206,1.23883,1.00155,1.37385,0.0076,0.0076,0.0076
82,1816.09,1.37115,1.19221,1.48997,0.84864,0.73623,0.80909,0.49976,1.30181,0.98358,1.36332,0.00757,0.00757,0.00757
83,1838.49,1.34375,1.1598,1.50033,0.80034,0.7856,0.83288,0.54629,1.26253,0.90914,1.32686,0.00754,0.00754,0.00754
84,1860.84,1.40369,1.16223,1.52238,0.82058,0.74303,0.81413,0.48143,1.44356,1.03015,1.40933,0.00751,0.00751,0.00751
85,1883.15,1.37655,1.168,1.49365,0.81948,0.77013,0.82696,0.52173,1.24544,0.94606,1.3118,0.00748,0.00748,0.00748
86,1905.27,1.38605,1.17255,1.50082,0.81952,0.73872,0.79869,0.47453,1.27736,1.05303,1.31894,0.00745,0.00745,0.00745
87,1926.64,1.36599,1.15939,1.48068,0.85421,0.74537,0.82369,0.52867,1.13171,0.99618,1.25091,0.00742,0.00742,0.00742
88,1947.98,1.37139,1.16706,1.48705,0.84992,0.73672,0.81138,0.52811,1.23846,0.98634,1.31671,0.00739,0.00739,0.00739
89,1969.58,1.33684,1.15301,1.45976,0.88668,0.7097,0.81681,0.51812,1.27188,0.93601,1.31863,0.00736,0.00736,0.00736
90,1991.28,1.33803,1.13769,1.45749,0.82715,0.69179,0.78179,0.42098,1.30978,1.04787,1.33589,0.00733,0.00733,0.00733
91,2013.32,1.35509,1.13542,1.4704,0.84052,0.78462,0.848,0.53791,1.19471,0.9478,1.29241,0.0073,0.0073,0.0073
92,2035.33,1.35029,1.14234,1.49242,0.8146,0.77731,0.81864,0.49846,1.33263,1.02313,1.36133,0.00727,0.00727,0.00727
93,2057.55,1.34967,1.15218,1.47238,0.82845,0.77805,0.82255,0.51823,1.1847,0.9656,1.27023,0.00724,0.00724,0.00724
94,2079.88,1.3236,1.10758,1.4592,0.88092,0.76747,0.84847,0.53912,1.19231,0.90193,1.28923,0.00721,0.00721,0.00721
95,2101.97,1.31093,1.11196,1.44668,0.88548,0.69703,0.82318,0.54203,1.1878,0.94922,1.30128,0.00718,0.00718,0.00718
96,2124.54,1.34552,1.1491,1.4807,0.82189,0.7673,0.81457,0.51795,1.20505,0.91424,1.31844,0.00715,0.00715,0.00715
97,2146.54,1.34099,1.12632,1.46245,0.81572,0.76126,0.80486,0.49663,1.24633,0.9641,1.32483,0.00712,0.00712,0.00712
98,2167.73,1.34984,1.17228,1.48074,0.82901,0.7759,0.82278,0.52195,1.2313,1.00639,1.32515,0.00709,0.00709,0.00709
99,2188.93,1.34653,1.1302,1.46823,0.83293,0.76974,0.82371,0.52431,1.18483,0.99091,1.27807,0.00706,0.00706,0.00706
100,2210,1.31979,1.10862,1.45366,0.85465,0.75446,0.82773,0.50595,1.28611,0.97027,1.36289,0.00703,0.00703,0.00703
101,2231.41,1.31376,1.08901,1.44302,0.87517,0.74199,0.83005,0.52496,1.1739,0.9341,1.25109,0.007,0.007,0.007
102,2252.69,1.3289,1.09888,1.4568,0.85982,0.7503,0.83482,0.51942,1.21309,0.92368,1.29073,0.00697,0.00697,0.00697
103,2273.74,1.32501,1.11967,1.46196,0.8796,0.74192,0.83727,0.53248,1.19949,0.95925,1.26166,0.00694,0.00694,0.00694
104,2294.52,1.31379,1.09968,1.44376,0.89158,0.77849,0.85248,0.52861,1.28581,0.94369,1.31214,0.00691,0.00691,0.00691
105,2315.28,1.33882,1.10291,1.44972,0.87499,0.79419,0.8439,0.52288,1.28462,0.91309,1.30514,0.00688,0.00688,0.00688
106,2336.65,1.27706,1.09952,1.42471,0.88518,0.76762,0.84637,0.51236,1.39858,0.89775,1.3936,0.00685,0.00685,0.00685
107,2358.22,1.29451,1.08522,1.43778,0.83243,0.73934,0.80142,0.49681,1.27349,1.02394,1.30712,0.00682,0.00682,0.00682
