epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,846.952,1.08574,0.77158,1.25782,0.92687,0.95355,0.96112,0.66021,1.10818,0.60628,1.00995,0.00137812,0.00137812,0.00137812
15,1037.93,1.06323,0.73837,1.24208,0.92613,0.94502,0.9571,0.65556,1.10102,0.60097,1.0069,0.000931357,0.000931357,0.000931357
12,921.648,1.0744,0.762,1.24244,0.92822,0.91329,0.95421,0.65698,1.11202,0.60951,1.01617,0.00126864,0.00126864,0.00126864
16,1112.81,1.07452,0.75696,1.24554,0.92936,0.94279,0.95629,0.6539,1.11491,0.60375,1.01466,0.000821885,0.000821885,0.000821885
13,996.088,1.06251,0.74308,1.23929,0.92345,0.9364,0.95912,0.65536,1.11297,0.60057,1.01779,0.00115651,0.00115651,0.00115651
17,1187.4,1.05229,0.73066,1.23316,0.92928,0.94676,0.95826,0.6564,1.10569,0.60138,1.01395,0.000716799,0.000716799,0.000716799
14,1070.51,1.07937,0.74863,1.25399,0.92249,0.93449,0.95345,0.65181,1.10643,0.61618,1.01168,0.00104349,0.00104349,0.00104349
18,1261.6,1.05377,0.74619,1.23435,0.92154,0.93832,0.95414,0.64962,1.10642,0.60791,1.01286,0.000617756,0.000617756,0.000617756
15,1144.84,1.06323,0.73837,1.24208,0.92613,0.94502,0.9571,0.65556,1.10102,0.60097,1.0069,0.000931357,0.000931357,0.000931357
19,1335.46,1.08401,0.75523,1.247,0.92577,0.94412,0.95842,0.65954,1.11333,0.59487,1.01429,0.000526318,0.000526318,0.000526318
16,1219.66,1.07452,0.75696,1.24554,0.92936,0.94279,0.95629,0.6539,1.11491,0.60375,1.01466,0.000821885,0.000821885,0.000821885
20,1409.39,1.05906,0.71848,1.22679,0.9108,0.94018,0.95653,0.65436,1.12257,0.60831,1.02133,0.000443928,0.000443928,0.000443928
17,1293.18,1.05229,0.73066,1.23316,0.92928,0.94676,0.95826,0.6564,1.10569,0.60138,1.01395,0.000716799,0.000716799,0.000716799
21,1484.13,1.10569,0.6509,1.07604,0.92584,0.92241,0.95233,0.65242,1.12199,0.61849,1.01874,0.000371885,0.000371885,0.000371885
18,1367.29,1.05377,0.74619,1.23435,0.92154,0.93832,0.95414,0.64962,1.10642,0.60791,1.01286,0.000617756,0.000617756,0.000617756
22,1558.21,1.1068,0.64429,1.07082,0.92182,0.9414,0.95415,0.65076,1.12935,0.61472,1.02379,0.000311324,0.000311324,0.000311324
19,1441.25,1.08401,0.75523,1.247,0.92577,0.94412,0.95842,0.65954,1.11333,0.59487,1.01429,0.000526318,0.000526318,0.000526318
23,1632.94,1.11133,0.64795,1.07783,0.91218,0.94279,0.952,0.65516,1.11223,0.60915,1.01666,0.000263201,0.000263201,0.000263201
20,1515.78,1.05906,0.71848,1.22679,0.9108,0.94018,0.95653,0.65436,1.12257,0.60831,1.02133,0.000443928,0.000443928,0.000443928
24,1706.5,1.11325,0.6474,1.06659,0.90462,0.9271,0.94936,0.647,1.13509,0.62556,1.02509,0.000228275,0.000228275,0.000228275
21,1590.6,1.10569,0.6509,1.07604,0.92584,0.92241,0.95233,0.65242,1.12199,0.61849,1.01874,0.000371885,0.000371885,0.000371885
25,1780.2,1.11268,0.6418,1.06521,0.89762,0.93186,0.94923,0.65392,1.12271,0.61635,1.01748,0.000207097,0.000207097,0.000207097
22,1658.81,1.1068,0.64429,1.07082,0.92182,0.9414,0.95415,0.65076,1.12935,0.61472,1.02379,0.000311324,0.000311324,0.000311324
23,1698.76,1.11133,0.64795,1.07783,0.91218,0.94279,0.952,0.65516,1.11223,0.60915,1.01666,0.000263201,0.000263201,0.000263201
24,1738.36,1.11325,0.6474,1.06659,0.90462,0.9271,0.94936,0.647,1.13509,0.62556,1.02509,0.000228275,0.000228275,0.000228275
25,1778.08,1.11268,0.6418,1.06521,0.89762,0.93186,0.94923,0.65392,1.12271,0.61635,1.01748,0.000207097,0.000207097,0.000207097
